Date,ADANIPORTS.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJFINANCE.NS,BAJAJFINSV.NS,BHARTIARTL.NS,INFRATEL.NS,BPCL.NS,BRITANNIA.NS,CIPLA.NS,COALINDIA.NS,DRREDDY.NS,EICHERMOT.NS,GAIL.NS,GRASIM.NS,HCLTECH.NS,HDFC.NS,HDFCBANK.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,IOC.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LT.NS,M&M.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,RELIANCE.NS,SBIN.NS,SHREECEM.NS,SUNPHARMA.NS,TATAMOTORS.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,ULTRACEMCO.NS,UPL.NS,VEDL.NS,WIPRO.NS,ZEEL.NS
2015-07-27,306.39556884765625,824.889404296875,544.6168823242189,2201.97265625,499.9471130371094,1712.0015869140625,370.8543701171875,341.16558837890625,210.6735382080078,1396.8902587890625,659.9786376953125,298.7581787109375,3663.44140625,18668.017578125,76.43673706054688,523.4320068359375,403.129638671875,760.1172485351562,527.5870361328125,2224.822998046875,100.65028381347656,834.6304931640625,249.4205017089844,914.9419555664062,443.85137939453125,71.979736328125,182.3416290283203,70.99105072021484,713.3427734375,1038.393310546875,624.4681396484375,3957.064208984375,5773.7373046875,95.1114730834961,140.42144775390622,120.76641845703124,481.3675537109375,252.81304931640625,10591.080078125,800.9625854492188,377.2972106933594,219.53419494628903,1097.4471435546877,469.7061767578125,327.6747741699219,3092.339599609375,343.42486572265625,94.8782730102539,200.1129608154297,381.3158874511719
2015-07-28,305.9075927734375,807.4856567382812,549.957275390625,2178.276611328125,510.5758972167969,1725.6654052734375,363.79974365234375,347.8056945800781,208.5764312744141,1417.8818359375,656.607177734375,296.8186340332031,3562.9423828125,18814.1953125,75.994140625,522.5794677734375,397.214599609375,760.1172485351562,533.67724609375,2162.008056640625,101.71076202392578,838.9422607421875,244.19430541992188,926.204345703125,442.83056640625,70.44756317138672,182.07835388183597,70.6247329711914,727.7093505859375,1047.685302734375,623.5429077148438,3974.91748046875,5710.158203125,97.13134765625,139.56802368164062,121.58358764648438,483.7137451171875,253.5467071533203,10607.7724609375,797.5105590820312,369.9501647949219,218.2210235595703,1099.644287109375,473.3223876953125,332.7474365234375,3086.0244140625,336.5803527832031,94.98902893066406,198.3314971923828,380.442626953125
2015-07-29,307.1275329589844,818.798095703125,555.7875366210939,2192.187255859375,520.157470703125,1808.8443603515625,370.5876159667969,354.40582275390625,209.53662109375,1414.1561279296875,664.0830688476562,296.3249816894531,3528.016845703125,18569.892578125,74.83895874023438,519.8639526367189,409.2597961425781,760.1172485351562,533.6051025390625,2194.7607421875,102.72305297851562,833.7960815429688,247.8361358642578,929.8610229492188,452.22601318359375,70.77926635742188,177.86575317382812,70.91256713867188,724.267333984375,1066.3582763671877,624.2783813476562,4047.607177734375,5673.45849609375,96.03337860107422,139.51606750488278,120.42234802246094,476.8907165527344,248.0688323974609,10854.6357421875,806.8455200195312,376.297607421875,219.35867309570312,1101.7100830078123,475.1305236816406,330.25982666015625,3094.707275390625,336.9315185546875,96.28114318847656,201.25308227539062,388.5928955078125
2015-07-30,310.6896667480469,829.1436767578125,554.3176879882811,2217.989501953125,520.2578735351561,1828.29248046875,369.9662780761719,354.8857727050781,209.07305908203125,1460.63671875,694.8660278320312,296.46600341796875,3718.799072265625,18359.263671875,75.09806060791016,528.9843139648439,412.0776062011719,760.1172485351562,534.6642456054689,2203.72802734375,100.9394989013672,853.7322998046875,249.3347625732422,949.4607543945312,445.80963134765625,70.43177032470703,184.85690307617188,74.14834594726562,715.1385498046875,1056.5035400390623,625.3223266601562,4069.15283203125,5838.10205078125,96.28087615966795,140.11111450195312,122.48674011230469,478.8777770996094,251.1990203857422,10824.390625,791.7734375,377.2972106933594,217.25796508789062,1090.230712890625,474.0455932617188,330.5036926269531,3118.23974609375,332.1980895996094,95.87506103515624,200.2374267578125,387.81671142578125
2015-07-31,317.1796569824219,853.5573120117188,561.9608154296875,2216.278076171875,527.0185546875,1840.809326171875,371.608154296875,358.1258544921875,204.55963134765625,1502.486083984375,692.9117431640625,309.6548156738281,3873.705322265625,18401.0390625,76.6418685913086,528.3372192382811,429.4356384277344,760.1172485351562,535.19384765625,2291.13916015625,101.42154693603516,854.6131591796875,259.10284423828125,953.3611450195312,448.7469482421875,68.13386535644531,190.7369842529297,72.51737213134766,693.7882690429688,1066.9302978515623,647.0798950195312,4102.3017578125,5862.26123046875,95.71443939208984,141.0420684814453,122.1426773071289,479.6917724609375,264.1600341796875,11215.208984375,799.698486328125,383.6946105957031,216.16351318359372,1103.468017578125,479.7864990234375,315.7247314453125,3107.188720703125,342.6888732910156,96.17039489746094,203.03456115722656,386.94342041015625
2015-08-03,322.74249267578125,848.4328002929688,565.096435546875,2198.374267578125,543.3753051757811,1900.0020751953125,371.697021484375,385.4023742675781,200.59713745117188,1494.4915771484375,696.0877075195312,304.4709777832031,3938.138671875,18412.521484375,76.4799575805664,531.4647827148439,403.8823547363281,760.1172485351562,527.370361328125,2303.437744140625,101.90357971191406,843.5322875976562,268.10000610351557,949.6068725585938,449.5384826660156,67.13811492919922,193.98422241210938,72.74414825439453,688.6002197265625,1059.8719482421877,634.88427734375,4192.84326171875,5833.53662109375,95.71443939208984,141.53318786621094,120.9384536743164,479.9790344238281,274.92010498046875,11256.2548828125,808.012451171875,388.0428466796875,217.08245849609372,1102.958251953125,473.3675842285156,309.4814147949219,3121.347412109375,346.2718505859375,93.73383331298828,203.2302703857422,386.846435546875
2015-08-04,330.9892272949219,875.6986083984375,568.427978515625,2204.517578125,538.0728759765625,2021.2799072265625,366.6834411621094,390.2325744628906,206.0601348876953,1512.967529296875,693.4979858398438,312.7228088378906,3955.102294921875,19469.046875,74.4826431274414,535.2319946289061,401.3228454589844,760.1172485351562,523.0615234375,2240.87890625,105.32608032226562,842.048583984375,269.08493041992193,928.5933837890624,440.4973449707031,67.14633178710939,193.01882934570312,76.72998809814453,689.2487182617188,1057.1021728515623,647.412109375,4203.97216796875,5856.03564453125,95.78504180908205,137.75811767578122,121.28250885009766,473.060302734375,282.3054504394531,11269.9052734375,807.1858520507812,380.5958557128906,224.39263916015625,1102.6507568359377,490.047607421875,308.2132568359375,3103.143310546875,358.7460632324219,94.10301208496094,199.4716339111328,391.212646484375
2015-08-05,331.6723327636719,892.7156982421875,568.7219848632812,2261.343994140625,531.8716430664061,1985.774169921875,370.4987487792969,378.2179260253906,205.40924072265625,1503.753662109375,702.2442016601562,309.26690673828125,3983.660400390625,19843.892578125,74.4826431274414,534.9199829101561,403.25872802734375,760.1172485351562,525.8297729492189,2276.877197265625,104.36199188232422,842.5122680664062,266.7711181640625,928.9346923828124,452.6216735839844,66.86202239990234,194.1307678222656,77.29691314697266,690.2963256835938,1059.9881591796877,658.1129150390625,4235.08447265625,6305.75244140625,96.91871643066406,139.6456298828125,121.06748962402344,472.9406127929688,279.1752319335937,11422.796875,818.6602172851562,376.2476196289063,229.64620971679688,1119.4571533203123,497.7773132324219,312.65185546875,3173.542724609375,362.3923645019531,94.28759002685548,204.9937286376953,402.1766662597656
2015-08-06,338.4062805175781,885.7540893554688,572.9844360351562,2262.8359375,522.156005859375,1920.796875,368.2364196777344,367.25860595703125,207.17526245117188,1495.8734130859375,706.93505859375,304.2593688964844,4054.74609375,19849.39453125,74.05078887939453,533.440673828125,406.9583435058594,760.1172485351562,527.6351928710939,2264.15185546875,104.79582977294922,841.72412109375,266.51467895507807,927.9108276367188,452.8717651367188,66.17522430419922,190.8835601806641,78.69676971435547,705.1616821289062,1090.45458984375,663.0480346679688,4216.56884765625,5980.9365234375,96.31658935546876,140.13671875,121.3255386352539,468.7271118164063,282.74560546875,11415.9208984375,822.0636596679688,382.9449157714844,228.50765991210938,1130.9542236328125,482.67950439453125,319.7243347167969,3182.66943359375,351.99658203125,93.47540283203124,203.6578521728516,402.7102966308594
2015-08-07,331.3795471191406,868.88232421875,568.6239013671875,2226.897216796875,524.2789306640625,2004.7237548828125,365.2193603515625,354.1886291503906,210.9053039550781,1525.8597412109375,698.872802734375,292.48114013671875,4047.381591796875,19906.609375,73.81333923339844,541.480712890625,408.41485595703125,760.1172485351562,526.04638671875,2273.33251953125,105.61530303955078,839.0349731445312,265.74374389648443,927.2742919921876,456.47564697265625,67.35167694091797,189.83041381835938,80.45420837402344,703.3658447265625,1092.062744140625,659.7500610351562,4217.37451171875,6038.5693359375,94.8639678955078,146.2919921875,120.07830047607422,471.3126220703125,275.16464233398443,11079.7001953125,828.432861328125,393.24072265625,229.427490234375,1121.619384765625,483.80950927734375,325.8212890625,3159.778564453125,348.0307312011719,95.46896362304688,202.767578125,398.19854736328125
2015-08-10,330.40362548828125,872.2662963867188,564.3125,2241.992431640625,520.076171875,1998.04150390625,363.9775390625,360.1553955078125,208.96311950683597,1578.9150390625,698.9706420898438,287.72052001953125,4048.188720703125,19648.990234375,74.288330078125,536.4553833007811,407.1539916992188,760.1172485351562,527.00927734375,2309.2880859375,103.92816162109376,840.240478515625,265.27252197265625,924.77734375,452.4759521484375,67.88114166259766,187.7829132080078,79.9003677368164,705.6605834960938,1084.495361328125,645.2291870117188,4259.2353515625,5890.845703125,93.0915756225586,142.25778198242188,118.74505615234376,463.91510009765625,276.58306884765625,11029.8154296875,817.493408203125,385.5438537597656,228.6390686035156,1130.4268798828125,480.01251220703125,321.28515625,3132.25048828125,360.05682373046875,94.3614501953125,200.75428771972656,397.42236328125
2015-08-11,323.8160400390625,854.1373901367188,559.7560424804689,2229.09130859375,521.3766479492189,2000.534912109375,359.23065185546875,357.1517028808594,204.2285461425781,1604.08935546875,704.8013916015625,276.96493530273443,4014.119140625,19454.666015625,74.36387634277344,528.8777465820311,408.87139892578125,760.1172485351562,527.0333862304689,2296.007080078125,99.54158020019531,823.5960693359375,258.97467041015625,930.9464111328124,462.1213073730469,66.12722015380861,187.28530883789062,78.17344665527344,703.066650390625,1072.8270263671877,635.6672973632812,4266.00634765625,5825.330078125,92.70203399658205,139.67121887207028,118.65901947021484,462.5265808105469,262.93728637695307,11011.4541015625,818.5143432617188,369.0005493164063,216.0752868652344,1144.53466796875,488.781982421875,320.3583984375,3113.35546875,359.7372741699219,91.22344207763672,201.71578979492188,402.4677429199219
2015-08-12,323.8160400390625,842.4865112304688,546.6256713867189,2160.8994140625,507.9509582519531,1981.5850830078125,353.7734375,356.3804626464844,192.03309631347656,1582.15478515625,693.4827270507812,261.94235229492193,4062.729248046875,19151.703125,73.04676818847656,520.4751586914061,422.0888366699219,760.1172485351562,515.3584594726561,2250.230712890625,92.45556640625,803.3353881835938,249.8917388916016,895.4496459960938,476.80792236328125,61.34939956665039,185.3255615234375,76.5381088256836,684.5596313476562,1049.802734375,616.6146240234375,4266.00634765625,5748.74755859375,90.75276184082031,139.30972290039062,116.9817352294922,451.4661560058594,250.75885009765625,10763.412109375,842.2409057617188,355.05621337890625,218.0455017089844,1174.20068359375,504.060546875,322.0167236328125,3022.97607421875,347.1671142578125,84.06140899658203,205.8488311767578,389.6601867675781
2015-08-13,326.6462707519531,845.3871459960938,556.1304931640625,2182.533203125,512.16796875,1930.2216796875,343.5226745605469,350.9007873535156,195.39898681640625,1619.316162109375,710.9752197265625,265.92724609375,4078.6474609375,19203.322265625,71.69725799560547,512.55615234375,419.8062438964844,760.1172485351562,518.7766723632811,2260.223388671875,87.53875732421875,803.5208129882812,250.10665893554688,906.07421875,482.474365234375,62.37611770629883,185.0912322998047,74.77195739746094,689.14892578125,1048.39990234375,635.6910400390625,4255.1630859375,5825.23828125,90.61157989501952,139.51606750488278,118.5300064086914,446.8935241699219,253.6444854736328,10801.119140625,854.7847900390625,349.258544921875,204.5186767578125,1158.3349609375,498.41021728515625,320.114501953125,3028.945556640625,353.1480407714844,76.34564208984375,203.5153350830078,388.8839721679688
2015-08-14,354.9972229003906,865.5948486328125,558.5311889648439,2245.5029296875,517.4990844726561,1967.1236572265625,352.7175598144531,332.9194641113281,192.86083984375,1593.06494140625,724.7930297851562,266.27984619140625,4046.3359375,19876.697265625,72.79847717285156,526.5595703125,423.3497619628906,760.1172485351562,530.45166015625,2316.546875,89.80433654785156,807.2298583984375,259.27438354492193,939.0740356445312,478.8287048339844,61.54685974121094,186.1444091796875,78.5484848022461,716.0364379882812,1071.84423828125,653.984375,4330.59912109375,5780.56103515625,91.88729858398438,139.852783203125,119.00309753417969,462.9814758300781,262.64382934570307,10728.845703125,872.919921875,355.1061706542969,208.0207672119141,1188.044677734375,501.8003845214844,326.8455505371094,3071.54638671875,350.2377014160156,79.07754516601562,204.95855712890625,407.3190612792969
2015-08-17,349.6783447265625,870.23583984375,550.104248046875,2225.09814453125,516.3707275390625,1937.6519775390625,348.3432312011719,340.8345642089844,190.9623260498047,1570.4249267578125,689.07275390625,267.90200805664057,3973.824462890625,19938.64453125,74.5042953491211,524.3919677734375,421.0671081542969,760.1172485351562,525.4927978515625,2263.42529296875,87.3941421508789,809.1771240234375,259.53164672851557,931.9745483398438,475.87054443359375,60.804481506347656,185.413330078125,84.32231140136719,718.1316528320312,1060.434814453125,641.1244506835938,4309.099609375,5657.55224609375,90.75276184082031,136.54240417480472,118.78805541992188,455.2008056640625,273.64849853515625,10733.5615234375,881.1852416992188,355.9558410644531,216.03208923339844,1179.9403076171875,498.95263671875,328.3576354980469,3049.6767578125,354.0442810058594,77.5270004272461,205.17236328125,396.937255859375
2015-08-18,354.7044677734375,871.4927368164062,550.0552368164061,2217.594482421875,516.1412353515625,1915.5108642578125,344.19256591796875,337.62786865234375,197.8715667724609,1580.077392578125,670.1100463867188,256.8290405273437,3983.23291015625,20208.609375,71.20062255859375,527.5341796875,421.5670776367188,760.1172485351562,523.0133666992189,2255.525634765625,85.70697784423828,809.3626098632812,257.98883056640625,948.0828247070312,485.1199951171875,63.18926239013672,184.21360778808597,86.09284210205078,703.465576171875,1072.228271484375,647.7205810546875,4388.845703125,5684.5693359375,90.18634033203124,134.88755798339844,118.1859359741211,452.0407104492188,278.5883178710937,10821.544921875,865.1893310546875,348.4588928222656,220.9346466064453,1204.6134033203125,508.49053955078125,327.91864013671875,3095.8408203125,358.5858459472656,75.93953704833984,203.49729919433597,394.26898193359375
2015-08-19,356.70513916015625,869.9457397460938,542.8530883789061,2231.85595703125,515.5148315429689,1878.9578857421875,341.513916015625,329.63165283203125,195.8075408935547,1569.1480712890625,682.163818359375,250.8341522216797,4021.19873046875,20489.287109375,71.2330093383789,531.2088012695311,429.6323852539063,760.1172485351562,520.8468627929689,2292.84716796875,83.05575561523438,812.4689331054688,260.90206909179693,937.5562744140624,489.7864990234375,62.85787582397461,185.413330078125,85.02007293701172,710.748779296875,1080.894775390625,648.052734375,4424.69287109375,5623.70947265625,89.30013275146484,134.78364562988278,117.36878967285156,457.068115234375,271.9366455078125,11002.814453125,902.1404418945312,351.1077880859375,218.7025451660156,1201.4053955078125,506.5467224121094,332.1133728027344,3128.348388671875,361.4961853027344,75.68112182617188,208.3428955078125,393.73529052734375
2015-08-20,359.6817626953125,853.9439697265625,522.6676025390625,2186.877197265625,507.5589904785156,1874.3702392578125,339.23779296875,327.2774353027344,199.10720825195312,1536.1981201171875,677.7539672851562,246.7434844970703,4082.305908203125,20279.044921875,69.16014862060547,525.024169921875,417.9366760253906,760.1172485351562,517.404541015625,2245.36279296875,81.89884185791016,808.6207275390625,255.5467834472656,912.7328491210938,472.7039489746094,62.8183822631836,192.69760131835938,83.86443328857422,695.8333740234375,1061.3282470703123,633.3895263671875,4388.98779296875,5671.84423828125,89.2644271850586,132.30104064941406,117.06775665283205,438.72991943359375,264.64910888671875,10803.7705078125,910.7947387695312,342.0614929199219,211.47967529296875,1180.86328125,505.28106689453125,332.844970703125,3013.310302734375,350.2377014160156,72.80154418945312,205.4925537109375,382.7712707519531
2015-08-21,356.2659606933594,857.3763427734375,514.7306518554689,2111.752197265625,511.05401611328125,1873.0235595703125,329.90869140625,327.03387451171875,196.37039184570312,1524.2684326171875,683.4378662109375,245.8971710205078,4033.31591796875,19745.671875,67.22762298583984,515.400146484375,419.5236511230469,760.1172485351562,510.9532775878906,2182.12109375,82.91114044189453,819.8407592773438,254.0472717285156,886.4408569335938,479.0994567871094,62.36822128295898,193.51644897460938,82.60848236083984,686.4053344726562,1036.401123046875,627.457763671875,4325.7216796875,5616.37841796875,87.4571533203125,132.37861633300778,114.74530792236328,434.7319030761719,261.6656494140625,10877.9072265625,912.0101928710938,332.26544189453125,207.7147674560547,1176.1519775390625,509.0329284667969,335.86907958984375,2941.911865234375,342.6888732910156,69.84813690185547,205.22555541992188,371.8072509765625
2015-08-24,326.5487060546875,809.7577514648438,472.3507995605469,1923.369140625,465.7706909179688,1710.156494140625,310.9385070800781,305.52117919921875,180.68792724609372,1430.354736328125,623.1201171875,237.39845275878903,3842.486572265625,17932.41015625,59.02256393432617,491.08892822265625,403.4365234375,760.1172485351562,490.6123962402344,2111.66259765625,75.82514190673828,789.2410278320312,231.29898071289062,847.6145629882812,454.9966125488281,59.72248077392578,187.34408569335938,75.60053253173828,646.0989379882812,971.8045043945312,589.9691772460938,4017.39404296875,5565.89306640625,81.71669006347656,117.76781463623048,112.7669448852539,397.1935119628906,240.04766845703125,10611.9951171875,866.5020751953125,308.1252136230469,180.4424133300781,1133.301025390625,473.4128112792969,324.45556640625,2812.52490234375,312.462890625,59.88037109375,193.94857788085938,348.03564453125
2015-08-25,336.50323486328125,823.9225463867188,492.8302917480469,1929.2054443359373,470.0499572753906,1703.7235107421875,310.9822082519531,326.912109375,190.43258666992188,1418.281982421875,632.4789428710938,249.3883056640625,3901.50341796875,18041.822265625,60.56646347045898,491.6790771484375,397.4148254394531,760.1172485351562,490.3235168457031,2104.787109375,77.56047821044922,802.9644775390625,242.9087219238281,859.805908203125,452.33013916015625,62.36822128295898,187.16856384277344,77.46698760986328,637.9678344726562,967.6947021484376,593.6231689453125,3976.8583984375,5683.36962890625,84.44536590576172,119.29383087158205,110.61653900146484,406.0993347167969,247.8242950439453,10350.59765625,866.015869140625,328.7168884277344,186.8777618408203,1128.24658203125,477.34552001953125,318.9927062988281,2862.053466796875,319.7881164550781,63.79363632202149,192.8626251220703,354.5849609375
2015-08-26,339.4798583984375,823.6808471679688,485.628173828125,1969.970947265625,474.9938049316406,1709.458251953125,302.8140869140625,314.2074279785156,184.89279174804688,1372.4495849609375,624.6881103515625,252.5973358154297,3859.545166015625,17914.560546875,61.04143524169922,485.06787109375,395.6540222167969,760.1172485351562,487.9403991699219,2043.466796875,77.51228332519531,792.8109130859375,238.2395782470703,835.7660522460938,443.5597839355469,62.21816635131836,185.8521423339844,77.74171447753906,625.7960815429688,948.3693237304688,576.8008422851562,4008.34716796875,5591.89599609375,84.97689819335938,116.2938003540039,112.63790893554688,408.6130065917969,240.34112548828125,10153.0283203125,848.8045043945312,334.96435546875,188.80386352539062,1132.474853515625,458.6313781738281,316.79779052734375,2874.81884765625,323.274169921875,63.16604232788086,196.30014038085938,357.88385009765625
2015-08-27,347.970458984375,826.6780395507812,499.0035400390625,1920.0341796875,487.6832275390625,1740.027099609375,310.0449523925781,317.9011535644531,194.2845458984375,1401.7974853515625,647.717529296875,255.2068634033203,3925.024169921875,18111.96875,63.04224014282226,498.18292236328125,397.00177001953125,760.1172485351562,492.0807800292969,2030.741943359375,77.75330352783203,795.4072875976562,242.00961303710938,840.662109375,451.1426696777344,64.73784637451172,190.5614776611328,81.29586029052734,648.8925170898438,964.9519653320312,583.776611328125,4005.203125,5585.25634765625,84.44536590576172,119.11228942871094,115.9925537109375,416.15423583984375,244.00933837890625,10668.9482421875,877.1011962890625,333.9147644042969,198.21566772460938,1131.5428466796875,469.7061767578125,338.55169677734375,2870.81103515625,331.8459167480469,67.30081939697266,196.44265747070312,359.969970703125
